0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	2.66294	
10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	10.6517	
23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	23.9659	
42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	42.605	
66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	66.5683	
95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	95.8549	
130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	130.464	
170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	170.393	
215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	215.641	
